,tokens
306,"['jo', 'ask', 'u', 'wana', 'meet']"
307,"['lol', 'ye', 'friendship', 'hang', 'thread', 'caus', 'u', 'wo', 'buy', 'stuff']"
308,"['themob', 'check', 'newest', 'select', 'content', 'game', 'tone', 'gossip', 'babe', 'sport', 'keep', 'mobil', 'fit', 'funki', 'text', 'wap']"
309,"['garag', 'key', 'bookshelf']"
310,"['today', 'accept', 'day', 'u', 'accept', 'brother', 'sister', 'lover', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rpli', 'mean', 'enemi']"
311,"['think', 'ur', 'smart', 'win', 'week', 'weekli', 'quiz', 'text', 'play', 'cs', 'winnersclub', 'po', 'box']"
312,"['say', 'give', 'call', 'friend', 'got', 'money', 'definit', 'buy', 'end', 'week']"
313,"['hi', 'way', 'u', 'normal', 'way', 'real', 'ur', 'uniqu', 'hope', 'know', 'u', 'rest', 'mylif', 'hope', 'u', 'find', 'wot', 'lost']"
314,"['made', 'day', 'great', 'day']"
315,"['advanc', 'happi', 'pongal']"
316,"['hmmm', 'guess', 'go', 'kb', 'n', 'power', 'yoga', 'haha', 'dunno', 'tahan', 'power', 'yoga', 'anot', 'thk', 'got', 'lo', 'oso', 'forgot', 'liao']"
317,"['realli', 'dude', 'friend', 'afraid']"
318,"['decemb', 'mobil', 'entitl', 'updat', 'latest', 'colour', 'camera', 'mobil', 'free', 'call', 'mobil', 'updat', 'co', 'free']"
319,"['coffe', 'cake', 'guess']"
320,"['merri', 'christma', 'babe', 'love', 'ya', 'kiss']"
321,"['hey', 'dont', 'go', 'watch', 'x', 'men', 'lunch', 'haha']"
322,"['cud', 'u', 'tell', 'ppl', 'im', 'gona', 'b', 'bit', 'co', 'buse', 'hav', 'gon', 'past', 'co', 'full', 'im', 'still', 'waitin', 'pete', 'x']"
323,"['would', 'great', 'guild', 'could', 'meet', 'bristol', 'road', 'somewher', 'get', 'touch', 'weekend', 'plan', 'take', 'flight', 'good', 'week']"
324,['problem']
325,"['call', 'messag', 'miss', 'call']"
326,"['hi', 'da', 'today', 'class']"
327,"['say', 'good', 'sign', 'well', 'know', 'track', 'record', 'read', 'women']"
328,"['cool', 'text', 'park']"
329,"['read', 'text', 'sent', 'meant', 'joke', 'read', 'light']"
330,"['apo', 'movi']"
331,"['mayb', 'could', 'get', 'book', 'tomo', 'return', 'immedi', 'someth']"
332,"['call', 'germani', 'penc', 'per', 'minut', 'call', 'fix', 'line', 'via', 'access', 'number', 'prepay', 'direct', 'access']"
333,"['chanc', 'might', 'evapor', 'soon', 'violat', 'privaci', 'steal', 'phone', 'number', 'employ', 'paperwork', 'cool', 'pleas', 'contact', 'report', 'supervisor']"
334,"['valentin', 'day', 'special', 'win', 'quiz', 'take', 'partner', 'trip', 'lifetim', 'send', 'go', 'rcvd']"
335,"['home', 'babe', 'still']"
336,"['cool', 'come', 'havent', 'wine', 'dine']"
337,"['sleep', 'surf']"
338,"['sorri', 'call', 'later']"
339,"['u', 'call', 'right', 'call', 'hand', 'phone']"
340,"['ok', 'great', 'thanx', 'lot']"
341,"['take', 'post', 'come', 'must', 'text', 'happi', 'read', 'one', 'wiv', 'hello', 'carolin', 'end', 'favourit', 'bless']"
342,"['u', 'hide', 'stranger']"
343,"['interest', 'like']"
344,"['sister', 'clear', 'two', 'round', 'birla', 'soft', 'yesterday']"
345,"['gudnit', 'tc', 'practic', 'go']"
346,"['di', 'yiju', 'ju', 'saw', 'ur', 'mail', 'case', 'huim', 'havent', 'sent', 'u', 'num', 'di', 'num']"
347,"['one', 'small', 'prestig', 'problem']"
348,"['fanci', 'shag', 'txt', 'xxuk', 'suzi', 'txt', 'cost', 'per', 'msg', 'tnc', 'websit', 'x']"
349,"['check', 'realli', 'miss', 'see', 'jeremiah', 'great', 'month']"
350,"['nah', 'ca', 'help', 'never', 'iphon']"
351,"['car', 'hour', 'half', 'go', 'apeshit']"
352,"['today', 'sorri', 'ever', 'angri', 'ever', 'misbehav', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', 'basic', 'good']"
353,"['yo', 'guy', 'ever', 'figur', 'much', 'need', 'alcohol', 'jay', 'tri', 'figur', 'much', 'safe', 'spend', 'weed']"
354,"['lt', 'gt', 'ish', 'minut', 'minut', 'ago', 'wtf']"
355,"['thank', 'say', 'happi', 'onam', 'fine', 'rememb', 'met', 'insur', 'qatar', 'insha', 'ex', 'tata', 'aig', 'join', 'tissco', 'tayseer']"
356,"['congratul', 'ur', 'award', 'cd', 'voucher', 'guarante', 'free', 'entri', 'wkli', 'draw', 'txt', 'music', 'tnc']"
357,"['ur', 'current', 'pound', 'maxim', 'ur', 'send', 'cash', 'cc']"
358,"['actor', 'work', 'work', 'even', 'sleep', 'late', 'sinc', 'unemploy', 'moment', 'alway', 'sleep', 'late', 'unemploy', 'everi', 'day', 'saturday']"
359,"['hello', 'got', 'st', 'long', 'way', 'cold', 'keep', 'post']"
360,"['ha', 'ha', 'cool', 'cool', 'chikku', 'chikku']"
361,"['oh', 'ok', 'prob']"
362,"['check', 'audrey', 'statu', 'right']"
363,"['busi', 'tri', 'finish', 'new', 'year', 'look', 'forward', 'final', 'meet']"
364,"['good', 'afternoon', 'sunshin', 'dawn', 'day', 'refresh', 'happi', 'aliv', 'breath', 'air', 'smile', 'think', 'love', 'alway']"
365,"['well', 'know', 'z', 'take', 'care', 'worri']"
366,"['xma', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'doubl', 'min', 'txt', 'orang', 'call']"
367,"['discount', 'code', 'stop', 'messag', 'repli', 'stop', 'custom', 'servic']"
368,"['wat', 'uniform', 'get']"
369,"['cool', 'text', 'readi']"
370,"['hello', 'boytoy', 'geeee', 'miss', 'alreadi', 'woke', 'wish', 'bed', 'cuddl', 'love']"
371,"['spoil', 'bed', 'well']"
372,"['go', 'bath', 'msg', 'next', 'lt', 'gt', 'min']"
373,"['cant', 'keep', 'talk', 'peopl', 'sure', 'pay', 'agre', 'price', 'pl', 'tell', 'want', 'realli', 'buy', 'much', 'will', 'pay']"
374,"['thank', 'rington', 'order', 'refer', 'charg', 'gbp', 'per', 'week', 'unsubscrib', 'anytim', 'call', 'custom', 'servic']"
375,"['say', 'happen']"
376,"['could', 'seen', 'recognis', 'face']"
377,"['well', 'lot', 'thing', 'happen', 'lindsay', 'new', 'year', 'sigh', 'bar', 'ptbo', 'blue', 'heron', 'someth', 'go']"
378,"['keep', 'payasam', 'rinu', 'bring']"
379,"['taught', 'ranjith', 'sir', 'call', 'sm', 'like', 'becau', 'he', 'verifi', 'project', 'prabu', 'told', 'today', 'pa', 'dont', 'mistak']"
380,"['guess', 'worri', 'must', 'know', 'way', 'bodi', 'repair', 'quit', 'sure', 'worri', 'take', 'slow', 'first', 'test', 'guid', 'ovul', 'relax', 'noth', 'said', 'reason', 'worri', 'keep', 'followin']"
381,"['yeah', 'sure', 'give', 'coupl', 'minut', 'track', 'wallet']"
382,"['hey', 'leav', 'big', 'deal', 'take', 'care']"
383,"['hey', 'late', 'ah', 'meet']"
384,"['doubl', 'min', 'txt', 'free', 'bluetooth', 'orang', 'avail', 'soni', 'nokia', 'motorola', 'phone', 'call']"
385,"['took', 'mr', 'owl', 'lick']"
386,"['custom', 'place', 'call']"
387,"['mm', 'time', 'dont', 'like', 'fun']"
388,"['half', 'price', 'orang', 'line', 'rental', 'latest', 'camera', 'phone', 'free', 'phone', 'call', 'mobilesdirect', 'free', 'updat']"
389,"['yup', 'lunch', 'buffet', 'u', 'eat', 'alreadi']"
390,"['huh', 'late', 'fr', 'dinner']"
391,"['hey', 'sat', 'go', 'intro', 'pilat', 'kickbox']"
392,"['morn', 'ok']"
393,"['ye', 'think', 'offic', 'lap', 'room', 'think', 'that', 'last', 'day', 'didnt', 'shut']"
394,"['pick', 'bout', 'time', 'go']"
395,"['perform', 'award', 'calcul', 'everi', 'two', 'current', 'one', 'month', 'period']"
396,"['actual', 'sleep', 'still', 'might', 'u', 'call', 'back', 'text', 'rock', 'si', 'send', 'u', 'text', 'wen', 'wake']"
397,"['alway', 'put', 'busi', 'put', 'pictur', 'ass', 'facebook', 'one', 'open', 'peopl', 'ever', 'met', 'would', 'think', 'pictur', 'room', 'would', 'hurt', 'make', 'feel', 'violat']"
398,"['good', 'even', 'sir', 'al', 'salam', 'happi', 'grace', 'god', 'got', 'offer', 'tayseer', 'tissco', 'allah', 'meet', 'visitor', 'india']"
399,"['hmmm', 'k', 'want', 'chang', 'field', 'quickli', 'da', 'wan', 'na', 'get', 'system', 'administr', 'network', 'administr']"
400,"['free', 'rington', 'text', 'first', 'poli', 'text', 'get', 'true', 'tone', 'help', 'free', 'tone', 'txt', 'stop']"
401,"['dear', 'chechi', 'talk']"
402,"['hair', 'cream', 'ship']"
403,"['none', 'happen', 'til', 'get', 'though']"
404,"['yep', 'great', 'loxahatche', 'xma', 'tree', 'burn', 'lt', 'gt', 'start', 'hour']"
405,"['haha', 'get', 'use', 'drive', 'usf', 'man', 'know', 'lot', 'stoner']"
406,"['well', 'slightli', 'disastr', 'class', 'pm', 'fav', 'darl', 'hope', 'day', 'coffe', 'wld', 'good', 'ca', 'stay', 'late', 'tomorrow', 'time', 'place', 'alway']"
407,"['hello', 'good', 'week', 'fanci', 'drink', 'someth', 'later']"
408,"['headin', 'toward', 'busetop']"
409,"['messag', 'text', 'miss', 'sender', 'name', 'miss', 'number', 'miss', 'sent', 'date', 'miss', 'miss', 'u', 'lot', 'that', 'everyth', 'miss', 'sent', 'via']"
410,"['come', 'room', 'point', 'iron', 'plan', 'weekend']"
411,"['co', 'want', 'thing']"
412,"['oki', 'go', 'yan', 'jiu', 'skip', 'ard', 'oso', 'go', 'cine', 'den', 'go', 'mrt', 'one', 'blah', 'blah', 'blah']"
413,"['bring', 'home', 'wendi']"
414,"['date', 'servic', 'cal', 'l']"
415,"['whatsup', 'dont', 'u', 'want', 'sleep']"
416,"['alright', 'new', 'goal']"
417,"['free', 'entri', 'weekli', 'competit', 'text', 'word', 'win', 'c']"
418,"['alright', 'head', 'minut', 'text', 'meet']"
419,"['send', 'logo', 'ur', 'lover', 'name', 'join', 'heart', 'txt', 'love', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'txtno', 'ad']"
420,"['ye', 'last', 'week', 'take', 'live', 'call']"
421,"['someon', 'contact', 'date', 'servic', 'enter', 'phone', 'fanci', 'find', 'call', 'landlin']"
422,"['siva', 'hostel', 'aha']"
423,"['urgent', 'mobil', 'number', 'award', 'prize', 'guarante', 'call', 'land', 'line', 'claim', 'valid']"
424,"['send', 'ur', 'friend', 'receiv', 'someth', 'ur', 'voic', 'speak', 'express', 'attitud', 'lt', 'gt', 'lt', 'gt', 'repli']"
425,['guess']
426,"['aathi', 'dear']"
427,"['pain', 'urin', 'thing', 'els']"
428,"['esplanad', 'mind', 'give', 'lift', 'co', 'got', 'car', 'today']"
429,"['wnt', 'buy', 'bmw', 'car', 'urgent', 'vri', 'hv', 'shortag', 'lt', 'gt', 'sourc', 'arng', 'di', 'amt', 'lt', 'gt', 'lac', 'that', 'prob']"
430,"['home', 'watch', 'tv', 'lor']"
431,"['usual', 'take', 'fifteen', 'fuck', 'minut', 'respond', 'ye', 'question']"
432,"['congrat', 'nokia', 'video', 'camera', 'phone', 'call', 'call', 'cost', 'ave', 'call', 'vari', 'mobil', 'close', 'post', 'ldn']"
433,"['book', 'ticket', 'pongal']"
434,"['avail', 'like', 'right', 'around', 'hillsborough', 'amp', 'lt', 'gt', 'th']"
435,"['messag', 'sent', 'askin', 'lt', 'gt', 'dollar', 'shoul', 'pay', 'lt', 'gt', 'lt', 'gt']"
436,"['ask', 'g', 'iouri', 'told', 'stori', 'like', 'ten', 'time', 'alreadi']"
437,"['long', 'applebe', 'fuck', 'take']"
438,"['hi', 'hope', 'u', 'get', 'hasnt', 'gd', 'min', 'late', 'think']"
439,"['like', 'love', 'arrang']"
440,"['ye', 'realli', 'great', 'bhaji', 'told', 'kalli', 'best', 'cricket', 'sachin', 'world', 'tough', 'get']"
441,"['suppos', 'wake', 'gt']"
442,"['oic', 'saw', 'tot', 'din', 'c', 'found', 'group', 'liao']"
443,"['sorri', 'call', 'later']"
444,"['hey', 'wereth', 'monkeespeopl', 'say', 'monkeyaround', 'howdi', 'gorgeou']"
445,"['sorri', 'batteri', 'die', 'come', 'get', 'gram', 'place']"
446,"['well', 'done', 'blimey', 'exercis', 'yeah', 'kinda', 'rememb', 'wot', 'hmm']"
447,"['wont', 'get', 'concentr', 'dear', 'know', 'mind', 'everyth']"
448,"['lol', 'made', 'plan', 'new', 'year']"
449,"['min', 'later', 'k']"
450,"['hank', 'lotsli']"
451,"['thank', 'hope', 'good', 'day', 'today']"
452,"['k', 'k', 'detail', 'want', 'transfer', 'acc', 'enough']"
453,"['ok', 'tell', 'stay', 'yeah', 'tough', 'optimist', 'thing', 'improv', 'month']"
454,"['loan', 'purpos', 'homeown', 'tenant', 'welcom', 'previous', 'refus', 'still', 'help', 'call', 'free', 'text', 'back']"
455,"['si', 'si', 'think', 'ill', 'go', 'make', 'oreo', 'truffl']"
456,"['look', 'ami', 'ure', 'beauti', 'intellig', 'woman', 'like', 'u', 'lot', 'know', 'u', 'like', 'like', 'worri']"
457,"['hope', 'result', 'consist', 'intellig', 'kind', 'start', 'ask', 'practicum', 'link', 'keep', 'ear', 'open', 'best', 'ttyl']"
458,"['call', 'cost', 'guess', 'isnt', 'bad', 'miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']"
459,"['go', 'thru', 'differ', 'decis', 'cope', 'heal', 'everyth', 'believ']"
460,"['u', 'go', 'phone', 'gon', 'na', 'die', 'stay']"
461,"['great', 'never', 'better', 'day', 'give', 'even', 'reason', 'thank', 'god']"
462,"['upgrdcentr', 'orang', 'custom', 'may', 'claim', 'free', 'camera', 'phone', 'upgrad', 'loyalti', 'call', 'offer', 'end', 'juli', 'c', 'appli', 'avail']"
463,"['sorri', 'call', 'later', 'ok', 'bye']"
464,"['ok', 'way', 'railway']"
465,"['great', 'princess', 'love', 'give', 'receiv', 'oral', 'doggi', 'style', 'fave', 'posit', 'enjoy', 'make', 'love', 'lt', 'gt', 'time', 'per', 'night']"
466,"['put', 'stuff', 'road', 'keep', 'get', 'slipperi']"
467,"['go', 'ride', 'bike']"
468,"['yup', 'need', 'ju', 'wait', 'e', 'rain', 'stop']"
469,"['mani', 'compani', 'tell', 'languag']"
470,"['okmail', 'dear', 'dave', 'final', 'notic', 'collect', 'tenerif', 'holiday', 'cash', 'award', 'call', 'landlin', 'tc', 'sae']"
471,"['long', 'sinc', 'scream', 'princess']"
472,"['noth', 'meant', 'money', 'enter', 'account', 'bank', 'remov', 'flat', 'rate', 'someon', 'transfer', 'lt', 'gt', 'account', 'lt', 'gt', 'dollar', 'got', 'remov', 'bank', 'differ', 'charg', 'also', 'sure', 'trust', 'person', 'send', 'account', 'detail', 'co']"
473,"['want', 'get', 'laid', 'tonight', 'want', 'real', 'dog', 'locat', 'sent', 'direct', 'ur', 'mob', 'join', 'uk', 'largest', 'dog', 'network', 'txting', 'moan']"
474,"['nice', 'line', 'said', 'broken', 'plz', 'cum', 'time', 'infront', 'wise', 'trust', 'u', 'good']"
475,"['ok', 'gon', 'na', 'head', 'usf', 'like', 'fifteen', 'minut']"
476,"['love', 'aathi', 'love', 'u', 'lot']"
477,"['tension', 'ah', 'machi', 'problem']"
478,"['k', 'pick', 'anoth', 'done']"
479,"['guy', 'get', 'back', 'g', 'said', 'think', 'stay', 'mcr']"
480,"['almost', 'see', 'u', 'sec']"
481,"['yo', 'carlo', 'friend', 'alreadi', 'ask', 'work', 'weekend']"
482,"['watch', 'tv', 'lor']"
483,"['thank', 'babi', 'cant', 'wait', 'tast', 'real', 'thing']"
484,"['chang', 'fb', 'jaykwon', 'thuglyf', 'falconerf']"
485,"['win', 'realli', 'side', 'long', 'time']"
486,"['free', 'messag', 'activ', 'free', 'text', 'messag', 'repli', 'messag', 'word', 'free', 'term', 'condit', 'visit']"
487,"['dear', 'reach', 'railway', 'happen']"
488,"['depend', 'qualiti', 'want', 'type', 'sent', 'boy', 'fade', 'glori', 'want', 'ralph', 'mayb']"
489,"['think', 'fix', 'send', 'test', 'messag']"
490,"['sorri', 'man', 'account', 'dri', 'would', 'want', 'could', 'trade', 'back', 'half', 'could', 'buy', 'shit', 'credit', 'card']"
491,"['congrat', 'year', 'special', 'cinema', 'pass', 'call', 'c', 'suprman', 'v', 'etc', 'free', 'dont', 'miss']"
492,"['sorri', 'meet', 'call', 'later']"
493,"['class', 'lt', 'gt', 'reunion']"
494,"['free', 'call']"
495,"['got', 'meh']"
496,"['nope', 'think', 'go', 'monday', 'sorri', 'repli', 'late']"
497,"['told', 'accentur', 'confirm', 'true']"
498,"['kate', 'jackson', 'rec', 'center', 'right']"
499,"['dear', 'reach', 'room']"
500,"['fight', 'world', 'easi', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']"
501,['come']
502,"['check', 'nuerologist']"
503,"['lolnic', 'went', 'fish', 'water']"
504,"['congratul', 'week', 'competit', 'draw', 'u', 'prize', 'claim', 'call', 'sm']"
505,"['wait', 'e', 'car', 'dat', 'bore', 'wat', 'co', 'wait', 'outsid', 'got', 'noth', 'home', 'stuff', 'watch', 'tv', 'wat']"
506,"['mayb', 'westshor', 'hyde', 'park', 'villag', 'place', 'near', 'hous']"
507,"['know', 'anthoni', 'bring', 'money', 'school', 'fee', 'pay', 'rent', 'stuff', 'like', 'that', 'need', 'help', 'friend', 'need']"
508,['signific']
509,"['opinion', 'jada', 'kusruthi', 'lovabl', 'silent', 'spl', 'charact', 'matur', 'stylish', 'simpl', 'pl', 'repli']"
510,"['latest', 'g', 'still', 'scroung', 'ammo', 'want', 'give', 'new', 'ak', 'tri']"
511,"['prabha', 'soryda', 'reali', 'frm', 'heart', 'sori']"
512,"['lol', 'ok', 'forgiven']"
513,"['jst', 'chang', 'tat']"
514,"['guarante', 'latest', 'nokia', 'phone', 'ipod', 'player', 'prize', 'txt', 'word', 'collect', 'ibhltd']"
515,['competit']
516,"['boltblu', 'tone', 'repli', 'poli', 'mono', 'eg', 'cha', 'cha', 'slide', 'yeah', 'slow', 'jamz', 'toxic', 'come', 'stop', 'tone', 'txt']"
517,"['credit', 'top', 'renew', 'pin', 'tgxxrz']"
518,"['way', 'transport', 'less', 'problemat', 'sat', 'night', 'way', 'u', 'want', 'ask', 'n', 'join', 'bday', 'feel', 'free', 'need', 'know', 'definit', 'no', 'book', 'fri']"
519,"['usual', 'person', 'unconsci', 'children', 'adult', 'may', 'behav', 'abnorm', 'call']"
520,"['ebay', 'might', 'less', 'elsewher']"
521,"['shall', 'come', 'get', 'pickl']"
522,"['gon', 'na', 'go', 'get', 'taco']"
523,"['rude', 'campu']"
524,"['urgent', 'mobil', 'award', 'bonu', 'caller', 'prize', 'attempt', 'contact', 'call']"
525,"['hi', 'wo', 'b', 'ard', 'christma', 'enjoy', 'n', 'merri']"
526,"['today', 'offer', 'claim', 'ur', 'worth', 'discount', 'voucher', 'text', 'ye', 'savamob', 'member', 'offer', 'mobil', 'cs', 'sub', 'unsub', 'repli', 'x']"
527,"['ye', 'pretti', 'ladi', 'like', 'singl']"
528,"['reciev', 'tone', 'within', 'next', 'term', 'condit', 'pleas', 'see', 'channel', 'u', 'teletext', 'pg']"
529,"['jay', 'say']"
530,"['privat', 'account', 'statement', 'show', 'point', 'call', 'identifi', 'code', 'expir']"
531,"['sunday', 'holiday', 'work']"
532,"['gudnit', 'tc', 'practic', 'go']"
533,['late']
534,"['call', 'hope', 'malaria', 'know', 'miss', 'guy', 'miss', 'bani', 'big', 'pl', 'give', 'love', 'especi', 'great', 'day']"
535,"['good', 'afternoon', 'love', 'goe', 'day', 'hope', 'mayb', 'got', 'lead', 'job', 'think', 'boytoy', 'send', 'passion', 'kiss', 'across', 'sea']"
536,"['probabl', 'gon', 'na', 'see', 'later', 'tonight', 'lt']"
537,"['mayb', 'fat', 'finger', 'press', 'button', 'know']"
538,"['ummmmmaah', 'mani', 'mani', 'happi', 'return', 'day', 'dear', 'sweet', 'heart', 'happi', 'birthday', 'dear']"
539,"['tirupur', 'da', 'start', 'offic', 'call']"
540,"['monthlysubscript', 'csc', 'web', 'txt', 'stop']"
541,"['famou', 'quot', 'develop', 'abil', 'listen', 'uncondit', 'without', 'lose', 'temper', 'self', 'confid', 'mean']"
542,"['go', 'colleg', 'els', 'ill', 'come', 'self', 'pa']"
543,"['oclock', 'mine', 'bash', 'flat', 'plan']"
544,"['girl', 'stay', 'bed', 'girl', 'need', 'recoveri', 'time', 'id', 'rather', 'pass', 'fun', 'coop', 'bed']"
545,['special']
546,"['know', 'need', 'get', 'hotel', 'got', 'invit', 'apologis', 'cali', 'sweet', 'come', 'english', 'bloke', 'weddin']"
547,"['sorri', 'took', 'long', 'omw']"
548,"['wait', 'lt', 'gt', 'min']"
549,"['ok', 'give', 'minut', 'think', 'see', 'btw', 'alibi', 'cut', 'hair', 'whole', 'time']"
550,"['imagin', 'final', 'get', 'sink', 'bath', 'put', 'pace', 'mayb', 'even', 'eat', 'left', 'also', 'imagin', 'feel', 'cage', 'cock', 'surround', 'bath', 'water', 'remind', 'alway', 'own', 'enjoy', 'cuck']"
551,"['hurri', 'like', 'three', 'day']"
552,"['sure', 'get', 'acknowledg', 'astoundingli', 'tactless', 'gener', 'faggi', 'demand', 'blood', 'oath', 'fo']"
553,"['everi', 'night', 'take', 'warm', 'bath', 'drink', 'cup', 'milk', 'see', 'work', 'magic', 'still', 'need', 'loos', 'weight', 'know']"
554,"['look', 'fri', 'pan', 'case', 'cheap', 'book', 'perhap', 'silli', 'fri', 'pan', 'like', 'book']"
555,"['well', 'uv', 'caus', 'mutat', 'sunscreen', 'like', 'essenti', 'theseday']"
556,"['lunch', 'onlin']"
557,"['know', 'friend', 'alreadi', 'told']"
558,"['hi', 'princess', 'thank', 'pic', 'pretti']"
559,"['aiyo', 'u', 'alway', 'c', 'ex', 'one', 'dunno', 'abt', 'mei', 'repli', 'first', 'time', 'u', 'repli', 'fast', 'lucki', 'workin', 'huh', 'got', 'bao', 'ur', 'sugardad', 'ah', 'gee']"
560,"['hi', 'msg', 'offic']"
561,"['thanx', 'e', 'browni', 'v', 'nice']"
562,"['geeeee', 'love', 'much', 'bare', 'stand']"
563,"['gent', 'tri', 'contact', 'last', 'weekend', 'draw', 'show', 'prize', 'guarante', 'call', 'claim', 'code', 'valid']"
564,"['fuck', 'babe', 'miss', 'alreadi', 'know', 'ca', 'let', 'send', 'money', 'toward', 'net', 'need', 'want', 'crave']"
565,"['ill', 'call', 'u', 'ninish', 'address', 'icki', 'american', 'freek', 'wont', 'stop', 'callin', 'bad', 'jen', 'k', 'eh']"
566,"['oooh', 'bed', 'ridden', 'ey', 'think']"
567,"['anyway', 'go', 'gym', 'whatev', 'love', 'smile', 'hope', 'ok', 'good', 'day', 'babe', 'miss', 'much', 'alreadi']"
568,"['love', 'daddi', 'make', 'scream', 'pleasur', 'go', 'slap', 'ass', 'dick']"
569,"['wot', 'u', 'wan', 'na', 'missi']"
570,"['yar', 'lor', 'wait', 'mum', 'finish', 'sch', 'lunch', 'lor', 'whole', 'morn', 'stay', 'home', 'clean', 'room', 'room', 'quit', 'clean', 'hee']"
571,"['know', 'lab', 'goggl', 'went']"
572,"['open', 'door']"
573,"['wait', 'call']"
574,"['nope', 'wait', 'sch', 'daddi']"
575,"['cash', 'prize', 'claim']"
576,"['tire', 'argu', 'week', 'week', 'want']"
577,"['wait', 'sch', 'finish', 'ard']"
578,"['mobil', 'number', 'claim', 'call', 'us', 'back', 'ring', 'claim', 'hot', 'line']"
579,"['arngd', 'marriag', 'u', 'r', 'walkin', 'unfortuntli', 'snake', 'bite', 'bt', 'love', 'marriag', 'danc', 'frnt', 'snake', 'amp', 'sayin', 'bite', 'bite']"
580,"['huh', 'earli', 'dinner', 'outsid', 'izzit']"
581,"['ok', 'anyway', 'need', 'chang', 'said']"
582,"['tri', 'contact', 'repli', 'offer', 'min', 'textand', 'new', 'video', 'phone', 'call', 'repli', 'free', 'deliveri', 'tomorrow']"
583,"['abl', 'kid', 'want', 'kid', 'one', 'day']"
